SaleID,CustomerID,ProductID,Quantity,Price,TotalAmount,SalesDate,CustomerName,ProductName,Region,SalesRep
94,1571,38,2,1164.12,2328.2400,2020-05-28,David Roberts,Headphones,South America,Helen Smith
95,1307,460,8,340.27,2722.1600,2022-08-04,Connie Spence,Laptop,North America,Catherine Smith
96,7397,137,3,1415.11,4245.3300,2021-03-12,Marcus Blanchard,Keyboard,North America,Joshua Brown
97,9444,363,8,982.37,7858.9600,2021-04-07,David Perez,Headphones,Africa,Benjamin Wallace
98,2148,277,4,56.45,225.8000,2022-11-12,Elijah Klein,Headphones,South America,John Wright
99,2985,291,9,1873.33,16859.9700,2021-01-05,Susan Rodriguez,Tablet,Africa,Judith Shaw
100,5961,206,1,1282.93,1282.9300,2022-08-18,Kristi Moreno,Laptop,Asia,Kayla Boone
101,9759,437,6,206.89,1241.3400,2021-07-30,Henry Martin,Headphones,Asia,Brenda Padilla
102,4327,91,9,126.7,1140.3000,2021-02-25,Rose Willis,Mouse,Europe,John Davis
103,5896,357,7,1798.1,12586.7000,2022-07-15,Ruben Daugherty,Mouse,Asia,Kurt Church
104,8970,44,8,1483.88,11871.0400,2019-10-14,Jill Mack,Laptop,Europe,Edward Lawson
105,1415,369,10,515.05,5150.5000,2021-03-07,Andrew Calderon,Laptop,Australia,Gabriel Cook
106,6041,256,9,1931.66,17384.9400,2023-07-21,Lindsey Beasley,Monitor,North America,Jonathan Myers
107,1606,174,1,708.55,708.5500,2023-01-16,Brandon Garza,Laptop,South America,Kimberly Daniel
108,2936,109,9,943.82,8494.3800,2022-10-20,Andrea Hines,Headphones,Australia,Patrick Kaiser
109,3440,380,10,504.32,5043.2000,2019-05-28,Mary Mcpherson,Laptop,Africa,Michael Horton
110,3319,251,1,968.88,968.8800,2022-06-20,Debbie Castro,Laptop,Europe,Curtis Sanchez
111,3138,8,3,1283.69,3851.0700,2020-09-21,Jeffery Simpson,Headphones,North America,Christopher Gomez
112,8474,313,3,1678.94,5036.8200,2019-05-11,Michael Mcdonald,Headphones,North America,Eric Romero
113,2870,255,10,1608.39,16083.9000,2020-03-27,Carol Hooper,Laptop,Europe,Dean Valentine
114,7983,173,7,682.26,4775.8200,2022-11-02,Rachel Reed,Keyboard,Australia,Lisa Smith
115,3250,165,4,1540.24,6160.9600,2022-04-29,Virginia Wiley,Smartphone,Asia,Kristen Ramirez PhD
116,2035,62,5,325.41,1627.0500,2021-04-30,Jennifer Hall,Smartphone,Africa,Adrian Lindsey
117,7060,284,3,905.39,2716.1700,2022-04-06,Phyllis Freeman,Laptop,Europe,Julia Taylor
118,2637,406,10,783.46,7834.6000,2019-11-20,Nathan Chase,Laptop,South America,Kelly Ross
119,2322,4,1,399.86,399.8600,2019-07-02,Rachel Pierce,Mouse,Africa,Tiffany Hernandez
120,5648,214,8,1400.1,11200.8000,2020-02-27,Madeline Smith,Smartphone,Africa,Katherine Harris
121,5439,268,8,853.46,6827.6800,2019-12-24,Robert Young,Keyboard,Africa,Heather Torres
122,1616,306,3,1448.54,4345.6200,2022-06-07,Kenneth Hernandez,Laptop,Africa,Nicholas Pierce
123,5934,179,7,58.91,412.3700,2020-04-27,Michael Wolfe,Smartphone,North America,Jessica Torres
124,9686,49,10,755.71,7557.1000,2023-04-08,Lisa Green,Keyboard,Australia,Steve Williams
125,4592,238,4,589.03,2356.1200,2020-02-01,Eric Nichols,Laptop,Europe,Calvin Robles
126,8772,255,3,361.53,1084.5900,2019-03-30,Jermaine Simmons,Laptop,Africa,Sheila Forbes
127,6966,146,4,897.61,3590.4400,2020-11-15,Theresa Henson,Keyboard,South America,Brooke Contreras
128,1709,54,1,1853.48,1853.4800,2019-12-27,Brandon Cooley,Smartphone,North America,Mark Brewer
129,8947,264,2,188.18,376.3600,2020-04-26,Kristen Moore,Mouse,South America,Lori Ferguson
130,6340,215,4,1506.82,6027.2800,2020-10-29,Tyler Thompson,Smartphone,North America,Jennifer Montgomery
131,6343,117,2,512.38,1024.7600,2021-04-24,Bryan Andrews,Headphones,Europe,Desiree Reeves
132,7152,457,4,193.38,773.5200,2022-04-13,Misty Dennis,Monitor,North America,Sarah Winters
133,8141,75,4,1859.38,7437.5200,2021-07-20,Preston Glenn,Smartphone,South America,Sonya Johnson
134,7119,70,8,1453.65,11629.2000,2022-07-18,Tracey Fuller,Tablet,Asia,Allison Hurst
135,4313,172,3,112.58,337.7400,2022-03-10,Marie Smith,Laptop,Asia,Tammie Watkins
136,3236,57,8,944.23,7553.8400,2019-12-17,Felicia Ryan,Headphones,Asia,Isaac Wood
137,4602,454,5,1227.09,6135.4500,2023-06-05,Sean Potter,Headphones,Africa,Felicia Collins
138,3784,296,9,1717.26,15455.3400,2019-06-27,Todd Martin,Monitor,Australia,Andrea Young
139,9015,442,4,1203.58,4814.3200,2023-09-11,Justin Snyder,Monitor,Asia,Stacy Bailey
140,1237,374,7,1485.55,10398.8500,2020-05-20,Kelly Cox,Smartphone,Asia,Edward Hansen
141,8114,297,4,1789.05,7156.2000,2022-04-26,Michael Sanchez,Smartphone,Australia,Chloe Patel
142,1083,214,1,128.11,128.1100,2021-08-21,Daniel Barnes,Mouse,Australia,Kevin Pierce
143,1550,218,9,818.92,7370.2800,2023-07-17,Catherine Hall MD,Headphones,Africa,Luis Parks
144,2605,232,8,519.0,4152.0000,2022-02-17,Allison Leon,Headphones,North America,Sharon Bell
145,7662,487,4,308.79,1235.1600,2020-08-28,Lee Davies,Smartphone,Africa,Brittany Shaw
146,2486,9,8,1354.62,10836.9600,2019-11-28,Margaret Cox,Mouse,South America,Catherine Rivera
147,1399,500,8,954.33,7634.6400,2019-10-11,Ivan Tran,Headphones,Africa,Ryan Howard
148,7641,95,6,1272.28,7633.6800,2022-12-12,Jeffrey Bird,Mouse,North America,Janet Lee
149,2158,198,6,1085.29,6511.7400,2020-08-30,Linda Richards,Monitor,Asia,Erik Hull
150,9887,295,4,1586.0,6344.0000,2019-06-15,Jacob Case,Keyboard,Asia,Charles Martinez
151,1898,264,6,1781.56,10689.3600,2019-08-16,Rodney Lopez,Monitor,Asia,Gregory Sanders
152,8624,317,1,762.86,762.8600,2019-12-25,Isaiah Wallace,Mouse,Australia,Sarah Espinoza
153,2097,288,4,319.89,1279.5600,2020-11-16,Dr. Dwayne Thomas,Smartphone,Australia,Elizabeth Mcdonald
154,2860,333,8,1487.89,11903.1200,2023-03-21,Kyle Smith,Keyboard,Africa,Shannon Miller
155,4437,386,4,674.9,2699.6000,2020-07-01,Julie Morgan,Keyboard,Africa,Jessica Jones
156,7929,142,1,173.57,173.5700,2020-12-08,Carla Mullins,Monitor,South America,Kristin Kelly
157,9215,270,2,966.82,1933.6400,2021-12-25,Greg Miller,Mouse,Australia,Christopher Taylor
158,5788,232,10,767.88,7678.8000,2022-10-10,Michelle Cox,Mouse,North America,Sarah Williams
159,4085,457,8,220.25,1762.0000,2021-03-11,Cassandra Lee,Smartphone,Asia,Alexander Duncan
160,2260,56,3,588.09,1764.2700,2022-11-28,Billy Ferguson,Smartphone,South America,Timothy Kline
161,3465,448,4,1065.34,4261.3600,2022-07-08,Shelley Sanchez,Laptop,Asia,Jose Thomas
162,7824,497,9,1866.86,16801.7400,2021-08-28,Shannon Roach,Tablet,South America,Carrie Ward
163,8272,378,1,618.46,618.4600,2019-05-09,William Anderson,Laptop,Europe,Lindsey Cole
164,9513,331,6,852.8,5116.8000,2020-12-03,David Cooper MD,Mouse,Africa,Sydney Chavez
165,6346,249,10,1348.42,13484.2000,2021-12-21,Michelle Moore MD,Headphones,Australia,Willie Armstrong PhD
166,8295,235,5,1156.14,5780.7000,2023-06-05,Rita Chavez,Tablet,Europe,Lisa Burns
167,5259,117,8,775.21,6201.6800,2020-08-13,Donna Johnston,Headphones,North America,Sandra Gomez
168,3430,181,5,939.06,4695.3000,2019-12-07,Hannah Stevens,Keyboard,Europe,Breanna Peterson
169,9770,147,3,1947.75,5843.2500,2023-09-15,Crystal Santos,Mouse,Africa,Wendy King
170,3514,83,4,277.99,1111.9600,2020-10-10,John Stout,Keyboard,Europe,Edward Leblanc
171,8223,134,6,409.77,2458.6200,2022-02-25,Julia Jimenez,Mouse,North America,Brittany Torres
172,6192,177,3,777.18,2331.5400,2022-01-10,Casey Rogers,Smartphone,Australia,Ryan Phillips
173,5940,63,1,838.9,838.9000,2021-10-19,Kimberly Kemp,Headphones,Europe,Kyle Moody
174,8504,476,6,354.3,2125.8000,2023-02-21,Jennifer Miller,Keyboard,Australia,Mark Sanchez
175,6427,332,5,974.13,4870.6500,2020-08-16,David Hahn,Headphones,Australia,Linda Cabrera
176,3409,410,10,1470.66,14706.6000,2021-06-24,Eric Anderson,Tablet,Africa,Christopher Williams
177,2840,375,8,1805.34,14442.7200,2019-10-13,Brian Snyder,Mouse,Australia,Lynn Cole
178,2914,158,1,833.18,833.1800,2023-09-19,Vincent Reynolds,Smartphone,South America,Connie Powell
179,6855,48,6,157.32,943.9200,2022-08-06,Joshua Reyes,Smartphone,Australia,Justin Floyd
180,9625,114,5,431.65,2158.2500,2019-06-21,Jenna Torres,Keyboard,South America,Mason Lynch
181,2431,500,9,819.13,7372.1700,2021-10-01,David Lopez,Tablet,Australia,Christopher Reyes
182,9381,484,1,1821.47,1821.4700,2021-01-09,Carol Cherry,Monitor,Europe,Paula Kelly DDS
183,8006,190,7,777.02,5439.1400,2020-08-05,Samuel Hughes,Tablet,Asia,Kelly Jones
184,6047,229,9,220.82,1987.3800,2023-01-30,Kyle Shea,Monitor,Africa,Connie Dennis
185,7809,412,8,612.84,4902.7200,2023-07-09,Ashley Wood,Mouse,South America,Rachel Martinez
186,7786,72,10,1215.97,12159.7000,2019-10-22,Travis Carpenter,Smartphone,Asia,David Arias
187,8776,445,9,1973.94,17765.4600,2019-05-16,Francis Pope,Keyboard,South America,John Powell
188,2449,4,7,1295.67,9069.6900,2020-07-13,Mary Anderson,Monitor,Europe,Todd Noble
189,8571,364,10,1522.73,15227.3000,2019-10-08,Jason Rodriguez,Smartphone,Europe,Jennifer Sutton
190,7254,149,9,1006.64,9059.7600,2023-08-13,Gary Mora,Headphones,Asia,Kiara Ramirez
191,5979,253,9,1492.72,13434.4800,2020-04-04,James Gonzalez,Laptop,North America,Amber Hill
192,3523,135,5,1914.25,9571.2500,2023-09-05,Adam White,Mouse,South America,Destiny Baxter
193,3034,335,5,863.46,4317.3000,2021-10-04,Franklin Rodriguez,Mouse,Africa,John Anderson
194,5009,15,2,1541.2,3082.4000,2021-10-06,Jeffrey Bryan,Laptop,Australia,Robert Jimenez
195,6927,298,8,1152.87,9222.9600,2023-11-14,Danielle Smith,Tablet,Africa,Steven Tucker
196,8799,499,2,777.74,1555.4800,2023-02-10,Shannon Wilson,Keyboard,North America,Ms. Christie Delgado
197,5252,84,10,164.1,1641.0000,2020-10-16,Aimee Ward,Monitor,Africa,Kristina Warren
198,3219,183,3,153.13,459.3900,2021-01-09,Jacob Reilly,Monitor,Africa,Sarah Cooke
199,6832,25,5,618.74,3093.7000,2022-08-01,John White,Laptop,Australia,Kevin Dennis
200,4175,393,3,1541.14,4623.4200,2022-05-11,Stephen Jackson,Headphones,Europe,William Garcia
201,9908,166,6,1662.3,9973.8000,2022-11-03,Timothy Thompson,Headphones,Asia,Brittany Andrews
202,5447,351,6,236.88,1421.2800,2022-04-02,Todd Ware,Tablet,Europe,Dr. Kelly Humphrey
203,1211,71,9,598.76,5388.8400,2023-05-14,Christopher Petersen,Monitor,South America,Michael Herrera
204,6575,472,3,249.71,749.1300,2019-11-13,Amber Sellers,Keyboard,Europe,Taylor Garcia
205,4087,408,9,1246.19,11215.7100,2023-08-30,Michelle Fowler,Keyboard,Australia,Benjamin Mora
206,2867,214,8,1836.26,14690.0800,2019-08-27,Roberto Davis,Headphones,Europe,Jeffrey Rodriguez
207,1284,246,6,657.57,3945.4200,2021-01-12,Julie Holmes,Smartphone,South America,Dr. Catherine Howell
208,9570,391,6,385.8,2314.8000,2020-09-15,Thomas Hopkins,Laptop,Africa,Victoria Garza
209,2943,114,3,1720.79,5162.3700,2019-10-19,Anthony Dixon,Mouse,Europe,Anthony Fisher
210,6036,65,4,303.93,1215.7200,2019-06-10,Keith Dalton,Monitor,Africa,Scott Mitchell
211,2830,40,1,1560.65,1560.6500,2023-04-01,Joseph Johnson,Monitor,North America,April Odonnell
212,4217,56,1,1596.46,1596.4600,2021-11-17,Timothy Walker,Keyboard,North America,Lisa Vaughan
213,8685,61,5,134.4,672.0000,2020-09-09,Darrell Jones,Mouse,North America,Roberta Kramer
214,2581,401,2,1844.19,3688.3800,2020-02-25,Brooke Anderson,Keyboard,Europe,Daniel Wright
215,4027,344,6,107.06,642.3600,2019-10-26,James Chavez,Headphones,Africa,Patrick Edwards
216,5544,486,10,728.28,7282.8000,2019-11-25,Kathy Holmes,Headphones,Australia,Eric Harvey
217,4962,259,10,183.26,1832.6000,2023-08-06,Sonya Blair,Keyboard,North America,Karen Martinez
218,9664,112,4,1930.31,7721.2400,2019-12-18,Sean Freeman,Headphones,Australia,Amy Clark
219,1070,499,2,1852.25,3704.5000,2021-10-29,Alexandra Todd,Headphones,Africa,Martin West
220,8777,188,10,411.0,4110.0000,2022-10-11,Eric Morales,Laptop,Europe,Ruben Wilson
221,6813,195,7,467.83,3274.8100,2020-04-11,Michael Jones II,Monitor,North America,Nathan Brewer
222,6149,64,8,265.12,2120.9600,2019-10-06,Hannah Fitzgerald,Monitor,Asia,Debra Williams
223,5723,286,1,210.38,210.3800,2021-10-08,Deborah Garcia,Laptop,South America,Cheryl Bell
224,5646,234,10,1485.54,14855.4000,2022-11-08,Tyler Christensen,Headphones,South America,Ms. Alexandra Jones
225,4700,284,7,616.65,4316.5500,2023-10-18,Nicholas Swanson,Monitor,Europe,Mrs. Melissa Robinson
226,2140,459,8,1881.21,15049.6800,2021-01-22,Barry Ferguson,Smartphone,North America,Matthew Ferguson
227,9055,345,2,822.92,1645.8400,2021-12-06,Ethan Hoffman,Mouse,Africa,Donald Maldonado
228,2392,62,3,819.88,2459.6400,2022-11-24,Steven Newman,Keyboard,North America,Gerald Reynolds
229,3764,34,6,1951.65,11709.9000,2020-11-24,Sarah Rice,Smartphone,Australia,Travis Collins
230,7623,63,4,1684.31,6737.2400,2023-01-25,Dr. Jennifer Nelson,Monitor,Asia,Amanda Gibbs
231,5472,388,7,744.39,5210.7300,2022-09-27,Ross Reynolds,Keyboard,South America,Samantha Jackson
232,8938,262,5,337.38,1686.9000,2021-07-20,Tina Pollard,Laptop,North America,Marissa King
233,5107,251,8,500.1,4000.8000,2019-10-03,Cathy Jordan,Laptop,North America,Eric Peterson
234,1865,426,2,1021.36,2042.7200,2019-02-24,Taylor Marshall,Smartphone,South America,Joseph Gonzales
235,6356,79,5,1262.84,6314.2000,2019-07-17,Mr. Todd Burns,Headphones,North America,Haley Brown
236,9518,393,8,1595.83,12766.6400,2020-02-18,Stephen Wheeler,Tablet,Africa,John Ware
237,9157,252,9,560.25,5042.2500,2020-12-04,Kara Ortega,Headphones,Australia,James Johnson
238,9955,10,1,1981.89,1981.8900,2023-12-08,Tina Kelley,Laptop,South America,Selena Gray
239,8374,162,7,912.98,6390.8600,2019-03-15,Wanda Sanders,Laptop,Europe,Michael Peters
240,5965,453,3,1008.39,3025.1700,2019-10-03,Matthew Kirby,Tablet,Africa,Jonathan Brown
241,7374,250,2,1159.27,2318.5400,2021-10-01,Jose West,Mouse,Australia,Sean Garcia
242,9837,293,8,978.03,7824.2400,2023-10-16,Brad Brown,Smartphone,Australia,Ryan Cox
243,1913,201,5,1014.65,5073.2500,2021-02-12,Anthony Adkins,Keyboard,Africa,Brittney Daniel
244,6779,393,5,674.94,3374.7000,2019-02-27,Jose Reyes,Keyboard,North America,Shannon Ray
245,3100,429,6,730.31,4381.8600,2023-02-28,John Hoffman,Keyboard,North America,Martin Valencia
246,6591,195,2,884.89,1769.7800,2021-01-01,Jimmy Reese,Monitor,Asia,Nicole Beard
247,1924,339,4,532.85,2131.4000,2022-08-20,April Martinez,Tablet,Australia,Jeffrey Rodriguez
248,2391,467,2,1744.43,3488.8600,2019-08-23,Joseph Love,Tablet,Europe,Chelsea Anderson
249,1322,276,6,122.89,737.3400,2022-09-09,Dorothy Lee,Headphones,South America,Mr. Christopher Christensen
250,9433,462,7,569.91,3989.3700,2022-11-26,George Carson,Monitor,Australia,Jennifer Clark
251,1364,163,7,1162.19,8135.3300,2020-10-22,Brian Phillips,Keyboard,North America,Matthew Maxwell
252,9001,52,4,705.14,2820.5600,2021-10-26,Michael Marshall,Headphones,Africa,Robert Allen
253,6563,86,10,634.07,6340.7000,2021-06-11,Angela Robinson,Smartphone,South America,Jeremy Richmond
254,2234,431,9,467.46,4207.1400,2020-06-27,Dana Hammond,Laptop,Asia,Kimberly Knapp
255,7586,412,4,1267.92,5071.6800,2019-07-08,Kristina Thornton,Mouse,Australia,Denise Gardner
256,2552,304,6,583.06,3498.3600,2022-03-06,Mary Kelley,Headphones,Australia,Jeremiah Sanchez
257,8786,219,4,727.27,2909.0800,2019-06-07,Dawn Rodriguez,Mouse,Asia,Laurie Yoder
258,9268,412,5,894.18,4470.9000,2022-01-10,Randy Nichols,Tablet,Europe,Andrew Garcia
259,7788,206,5,1268.68,6343.4000,2021-07-17,Roger Jacobs,Mouse,Australia,Michael West
260,3958,452,1,1274.3,1274.3000,2021-11-23,Marc Richardson,Headphones,Europe,Brandon Juarez
261,9178,110,8,572.48,4579.8400,2022-07-30,Katie Beasley,Keyboard,Australia,Melody Ball
262,8106,479,10,1466.9,14669.0000,2019-05-03,Donna Miller,Keyboard,Europe,Angela Wood
263,6968,237,3,518.73,1556.1900,2023-03-09,James Brown,Mouse,Asia,Alison Thompson
264,8133,211,6,1727.36,10364.1600,2019-05-12,Amanda Rubio,Mouse,Europe,Zachary Brady
265,7757,137,5,1309.78,6548.9000,2020-06-09,Matthew Wiley,Mouse,Australia,Robert Wright
266,4868,208,4,271.44,1085.7600,2020-01-29,Holly Gordon,Laptop,Europe,Melissa Chandler
